date,category,amount,payment_method,description,month,month_num,day_of_week,is_weekend,week_of_year,transaction_id,quarter,week_part,expense_size,is_essential,cumulative_monthly_spend,day_of_month,vs_monthly_avg
2024-04-25,Groceries,3160,Credit Card,Blinkit delivery,April,4,Thursday,0,17,TXN1313,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,184024,25,27.24
2024-04-26,Food & Dining,675,Debit Card,Restaurant dinner,April,4,Friday,0,17,TXN1314,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,184699,26,-72.82
2024-04-26,Entertainment,397,Credit Card,Spotify premium,April,4,Friday,0,17,TXN1315,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,185096,26,-84.01
2024-04-27,Transportation,679,UPI,Ola cab,April,4,Saturday,1,17,TXN1318,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,185775,27,-72.66
2024-04-27,Health,846,Credit Card,Gym membership,April,4,Saturday,1,17,TXN1316,Q2 (Apr-Jun),Weekend,Medium (500-2000),Essential,186621,27,-65.94
2024-04-27,Food & Dining,449,UPI,Zomato order,April,4,Saturday,1,17,TXN1317,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,187070,27,-81.92
2024-04-28,Groceries,3461,UPI,Vegetable market,April,4,Sunday,1,17,TXN1320,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,190531,28,39.36
2024-04-28,Food & Dining,2248,Debit Card,Swiggy delivery,April,4,Sunday,1,17,TXN1321,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,192779,28,-9.48
2024-04-28,Entertainment,1812,UPI,Netflix subscription,April,4,Sunday,1,17,TXN1319,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,194591,28,-27.04
2024-04-29,Food & Dining,1105,UPI,Lunch with friends,April,4,Monday,0,18,TXN1325,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,195696,29,-55.51
2024-04-29,Transportation,778,Debit Card,Petrol,April,4,Monday,0,18,TXN1324,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,196474,29,-68.67
2024-04-29,Shopping,5847,UPI,Electronics,April,4,Monday,0,18,TXN1323,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,202321,29,135.43
2024-04-29,Groceries,2422,UPI,Vegetable market,April,4,Monday,0,18,TXN1322,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,204743,29,-2.48
2024-04-30,Food & Dining,2446,UPI,Swiggy delivery,April,4,Tuesday,0,18,TXN1326,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,207189,30,-1.51
2024-04-30,Transportation,191,Debit Card,Uber ride,April,4,Tuesday,0,18,TXN1327,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,207380,30,-92.31
2024-04-30,Entertainment,1953,UPI,Netflix subscription,April,4,Tuesday,0,18,TXN1328,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,209333,30,-21.36
2024-04-30,Groceries,4249,Debit Card,Blinkit delivery,April,4,Tuesday,0,18,TXN1329,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,213582,30,71.09
2024-05-01,Food & Dining,792,Net Banking,Street food,May,5,Wednesday,0,18,TXN1330,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,792,1,-72.34
2024-05-01,Entertainment,376,Credit Card,Amazon Prime,May,5,Wednesday,0,18,TXN1331,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,1168,1,-86.87
2024-05-02,Food & Dining,2103,Credit Card,Lunch with friends,May,5,Thursday,0,18,TXN1333,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,3271,2,-26.56
2024-05-02,Transportation,343,Debit Card,Uber ride,May,5,Thursday,0,18,TXN1332,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,3614,2,-88.02
2024-05-03,Food & Dining,2460,Debit Card,Cafe coffee,May,5,Friday,0,18,TXN1334,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,6074,3,-14.09
2024-05-03,Shopping,3548,Credit Card,Electronics,May,5,Friday,0,18,TXN1335,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,9622,3,23.91
2024-05-03,Health,4270,Cash,Doctor consultation,May,5,Friday,0,18,TXN1336,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,13892,3,49.12
2024-05-04,Food & Dining,646,UPI,Cafe coffee,May,5,Saturday,1,18,TXN1337,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,14538,4,-77.44
2024-05-04,Groceries,1467,Credit Card,Blinkit delivery,May,5,Saturday,1,18,TXN1338,Q2 (Apr-Jun),Weekend,Medium (500-2000),Essential,16005,4,-48.77
2024-05-05,Travel,5307,Debit Card,Bus booking,May,5,Sunday,1,18,TXN1339,Q2 (Apr-Jun),Weekend,Very Large (5000+),Non-Essential,21312,5,85.34
2024-05-06,Transportation,582,Debit Card,Uber ride,May,5,Monday,0,19,TXN1344,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,21894,6,-79.67
2024-05-06,Shopping,1625,Net Banking,Clothes shopping,May,5,Monday,0,19,TXN1345,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,23519,6,-43.25
2024-05-06,Food & Dining,1747,Debit Card,Zomato order,May,5,Monday,0,19,TXN1343,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,25266,6,-38.99
2024-05-06,Utilities,726,UPI,Gas cylinder,May,5,Monday,0,19,TXN1340,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,25992,6,-74.65
2024-05-06,Travel,19299,Net Banking,Hotel booking,May,5,Monday,0,19,TXN1341,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,45291,6,573.99
2024-05-06,Entertainment,1760,UPI,Gaming,May,5,Monday,0,19,TXN1342,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,47051,6,-38.53
2024-05-07,Food & Dining,2099,UPI,Swiggy delivery,May,5,Tuesday,0,19,TXN1346,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,49150,7,-26.7
2024-05-07,Utilities,1940,UPI,Water bill,May,5,Tuesday,0,19,TXN1347,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,51090,7,-32.25
2024-05-08,Food & Dining,1095,UPI,Street food,May,5,Wednesday,0,19,TXN1348,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,52185,8,-61.76
2024-05-08,Health,3240,Debit Card,Medicine,May,5,Wednesday,0,19,TXN1349,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,55425,8,13.15
2024-05-08,Utilities,1570,UPI,Electricity bill,May,5,Wednesday,0,19,TXN1350,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,56995,8,-45.17
2024-05-08,Travel,12794,Debit Card,Flight ticket,May,5,Wednesday,0,19,TXN1351,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,69789,8,346.81
2024-05-09,Food & Dining,2390,UPI,Restaurant dinner,May,5,Thursday,0,19,TXN1352,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,72179,9,-16.53
2024-05-10,Transportation,492,UPI,Bus ticket,May,5,Friday,0,19,TXN1353,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,72671,10,-82.82
2024-05-10,Travel,7249,Net Banking,Bus booking,May,5,Friday,0,19,TXN1354,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,79920,10,153.16
2024-05-11,Shopping,11579,Credit Card,Electronics,May,5,Saturday,1,19,TXN1357,Q2 (Apr-Jun),Weekend,Very Large (5000+),Non-Essential,91499,11,304.38
2024-05-11,Transportation,475,Debit Card,Petrol,May,5,Saturday,1,19,TXN1358,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,91974,11,-83.41
2024-05-11,Travel,14639,UPI,Bus booking,May,5,Saturday,1,19,TXN1356,Q2 (Apr-Jun),Weekend,Very Large (5000+),Non-Essential,106613,11,411.24
2024-05-11,Utilities,1433,UPI,Water bill,May,5,Saturday,1,19,TXN1355,Q2 (Apr-Jun),Weekend,Medium (500-2000),Essential,108046,11,-49.95
2024-05-12,Food & Dining,2532,Debit Card,Zomato order,May,5,Sunday,1,19,TXN1359,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,110578,12,-11.57
2024-05-12,Transportation,117,Cash,Uber ride,May,5,Sunday,1,19,TXN1360,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,110695,12,-95.91
2024-05-12,Utilities,1585,Debit Card,DTH recharge,May,5,Sunday,1,19,TXN1361,Q2 (Apr-Jun),Weekend,Medium (500-2000),Essential,112280,12,-44.65
2024-05-13,Food & Dining,860,UPI,Cafe coffee,May,5,Monday,0,20,TXN1362,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,113140,13,-69.97
2024-05-13,Transportation,733,UPI,Auto rickshaw,May,5,Monday,0,20,TXN1363,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,113873,13,-74.4
2024-05-13,Entertainment,1258,Debit Card,Netflix subscription,May,5,Monday,0,20,TXN1364,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,115131,13,-56.07
2024-05-13,Health,642,Credit Card,Lab tests,May,5,Monday,0,20,TXN1365,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,115773,13,-77.58
2024-05-13,Travel,19789,Credit Card,Train ticket,May,5,Monday,0,20,TXN1366,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,135562,13,591.1
2024-05-14,Food & Dining,704,Debit Card,Cafe coffee,May,5,Tuesday,0,20,TXN1367,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,136266,14,-75.41
2024-05-14,Shopping,1271,UPI,Home decor,May,5,Tuesday,0,20,TXN1368,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,137537,14,-55.61
2024-05-15,Transportation,622,Credit Card,Uber ride,May,5,Wednesday,0,20,TXN1369,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,138159,15,-78.28
2024-05-16,Groceries,3280,UPI,D-Mart shopping,May,5,Thursday,0,20,TXN1371,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,141439,16,14.55
2024-05-16,Food & Dining,1912,Credit Card,Lunch with friends,May,5,Thursday,0,20,TXN1372,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,143351,16,-33.23
2024-05-16,Shopping,1659,UPI,Electronics,May,5,Thursday,0,20,TXN1370,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,145010,16,-42.06
2024-05-17,Food & Dining,2012,UPI,Zomato order,May,5,Friday,0,20,TXN1373,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,147022,17,-29.73
2024-05-17,Transportation,753,Debit Card,Metro card recharge,May,5,Friday,0,20,TXN1374,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,147775,17,-73.7
2024-05-18,Food & Dining,3291,Net Banking,Swiggy delivery,May,5,Saturday,1,20,TXN1375,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,151066,18,14.93
2024-05-18,Entertainment,3277,Credit Card,Movie tickets,May,5,Saturday,1,20,TXN1376,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,154343,18,14.44
2024-05-18,Groceries,2774,Credit Card,Supermarket,May,5,Saturday,1,20,TXN1377,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,157117,18,-3.12
2024-05-19,Food & Dining,3607,Debit Card,Zomato order,May,5,Sunday,1,20,TXN1378,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,160724,19,25.97
2024-05-19,Transportation,315,Credit Card,Metro card recharge,May,5,Sunday,1,20,TXN1379,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,161039,19,-89.0
2024-05-19,Utilities,2128,UPI,DTH recharge,May,5,Sunday,1,20,TXN1380,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,163167,19,-25.68
2024-05-19,Groceries,1267,UPI,BigBasket order,May,5,Sunday,1,20,TXN1381,Q2 (Apr-Jun),Weekend,Medium (500-2000),Essential,164434,19,-55.75
2024-05-19,Travel,4998,UPI,Weekend trip,May,5,Sunday,1,20,TXN1382,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,169432,19,74.55
2024-05-20,Food & Dining,1350,UPI,Zomato order,May,5,Monday,0,21,TXN1384,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,170782,20,-52.85
2024-05-20,Transportation,326,Debit Card,Uber ride,May,5,Monday,0,21,TXN1383,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,171108,20,-88.61
2024-05-20,Entertainment,2320,UPI,Movie tickets,May,5,Monday,0,21,TXN1385,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,173428,20,-18.98
2024-05-21,Food & Dining,2241,UPI,Lunch with friends,May,5,Tuesday,0,21,TXN1387,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,175669,21,-21.74
2024-05-21,Travel,19028,Credit Card,Hotel booking,May,5,Tuesday,0,21,TXN1386,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,194697,21,564.52
2024-05-22,Food & Dining,1650,UPI,Restaurant dinner,May,5,Wednesday,0,21,TXN1389,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,196347,22,-42.38
2024-05-22,Transportation,625,Credit Card,Uber ride,May,5,Wednesday,0,21,TXN1388,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,196972,22,-78.17
2024-05-23,Food & Dining,756,UPI,Restaurant dinner,May,5,Thursday,0,21,TXN1390,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,197728,23,-73.6
2024-05-23,Transportation,412,UPI,Uber ride,May,5,Thursday,0,21,TXN1391,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,198140,23,-85.61
2024-05-23,Utilities,2669,UPI,Internet bill,May,5,Thursday,0,21,TXN1392,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,200809,23,-6.79
2024-05-24,Transportation,126,Credit Card,Bus ticket,May,5,Friday,0,21,TXN1393,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,200935,24,-95.6
2024-05-25,Transportation,603,Debit Card,Auto rickshaw,May,5,Saturday,1,21,TXN1394,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,201538,25,-78.94
2024-05-25,Shopping,1123,UPI,Electronics,May,5,Saturday,1,21,TXN1395,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,202661,25,-60.78
2024-05-25,Groceries,3913,Credit Card,Vegetable market,May,5,Saturday,1,21,TXN1396,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,206574,25,36.66
2024-05-26,Food & Dining,3127,Debit Card,Restaurant dinner,May,5,Sunday,1,21,TXN1397,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,209701,26,9.21
2024-05-26,Transportation,569,UPI,Ola cab,May,5,Sunday,1,21,TXN1398,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,210270,26,-80.13
2024-05-26,Health,3462,Cash,Gym membership,May,5,Sunday,1,21,TXN1399,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,213732,26,20.9
2024-05-27,Food & Dining,1407,UPI,Lunch with friends,May,5,Monday,0,22,TXN1400,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,215139,27,-50.86
2024-05-27,Transportation,631,UPI,Metro card recharge,May,5,Monday,0,22,TXN1401,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,215770,27,-77.96
2024-05-27,Entertainment,1063,Credit Card,Movie tickets,May,5,Monday,0,22,TXN1402,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,216833,27,-62.88
2024-05-28,Education,8084,Credit Card,Udemy course,May,5,Tuesday,0,22,TXN1404,Q2 (Apr-Jun),Weekday,Very Large (5000+),Essential,224917,28,182.32
2024-05-28,Food & Dining,1914,Cash,Restaurant dinner,May,5,Tuesday,0,22,TXN1405,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,226831,28,-33.16
2024-05-28,Transportation,736,Debit Card,Petrol,May,5,Tuesday,0,22,TXN1403,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,227567,28,-74.3
2024-05-29,Food & Dining,1142,Credit Card,Swiggy delivery,May,5,Wednesday,0,22,TXN1406,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,228709,29,-60.12
2024-05-29,Transportation,398,UPI,Metro card recharge,May,5,Wednesday,0,22,TXN1407,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,229107,29,-86.1
2024-05-29,Entertainment,325,Credit Card,Gaming,May,5,Wednesday,0,22,TXN1408,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,229432,29,-88.65
2024-05-29,Groceries,1018,UPI,Blinkit delivery,May,5,Wednesday,0,22,TXN1409,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,230450,29,-64.45
2024-05-30,Utilities,1301,UPI,Water bill,May,5,Thursday,0,22,TXN1413,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,231751,30,-54.56
2024-05-30,Groceries,4426,Credit Card,Milk & dairy,May,5,Thursday,0,22,TXN1410,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,236177,30,54.57
2024-05-30,Food & Dining,778,Debit Card,Zomato order,May,5,Thursday,0,22,TXN1411,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,236955,30,-72.83
2024-05-30,Transportation,598,UPI,Auto rickshaw,May,5,Thursday,0,22,TXN1412,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,237553,30,-79.12
2024-05-31,Transportation,622,UPI,Bus ticket,May,5,Friday,0,22,TXN1414,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,238175,31,-78.28
2024-05-31,Entertainment,2622,Debit Card,Gaming,May,5,Friday,0,22,TXN1415,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,240797,31,-8.43
2024-05-31,Education,2497,Credit Card,Coaching fees,May,5,Friday,0,22,TXN1416,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,243294,31,-12.8
2024-05-31,Travel,8686,Cash,Weekend trip,May,5,Friday,0,22,TXN1417,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,251980,31,203.34
2024-06-01,Food & Dining,3012,Credit Card,Street food,June,6,Saturday,1,22,TXN1418,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,3012,1,0.46
2024-06-01,Transportation,330,UPI,Ola cab,June,6,Saturday,1,22,TXN1419,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,3342,1,-88.99
2024-06-02,Food & Dining,383,Credit Card,Cafe coffee,June,6,Sunday,1,22,TXN1423,Q2 (Apr-Jun),Weekend,Small (<500),Non-Essential,3725,2,-87.23
2024-06-02,Transportation,520,Debit Card,Petrol,June,6,Sunday,1,22,TXN1422,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,4245,2,-82.66
2024-06-02,Utilities,2239,Credit Card,Electricity bill,June,6,Sunday,1,22,TXN1421,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,6484,2,-25.32
2024-06-02,Rent,12000,Credit Card,Room rent,June,6,Sunday,1,22,TXN1420,Q2 (Apr-Jun),Weekend,Very Large (5000+),Essential,18484,2,300.26
2024-06-03,Transportation,439,UPI,Ola cab,June,6,Monday,0,23,TXN1424,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,18923,3,-85.36
2024-06-03,Shopping,1167,UPI,Amazon purchase,June,6,Monday,0,23,TXN1425,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,20090,3,-61.07
2024-06-03,Entertainment,336,Debit Card,Gaming,June,6,Monday,0,23,TXN1426,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,20426,3,-88.79
2024-06-04,Food & Dining,670,Credit Card,Zomato order,June,6,Tuesday,0,23,TXN1427,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,21096,4,-77.65
2024-06-04,Travel,15718,Cash,Flight ticket,June,6,Tuesday,0,23,TXN1428,Q2 (Apr-Jun),Weekday,Very Large (5000+),Non-Essential,36814,4,424.27
2024-06-05,Food & Dining,1946,Credit Card,Swiggy delivery,June,6,Wednesday,0,23,TXN1429,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,38760,5,-35.09
2024-06-05,Transportation,551,Net Banking,Petrol,June,6,Wednesday,0,23,TXN1430,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,39311,5,-81.62
2024-06-05,Health,526,UPI,Lab tests,June,6,Wednesday,0,23,TXN1431,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,39837,5,-82.46
2024-06-06,Food & Dining,1682,Debit Card,Lunch with friends,June,6,Thursday,0,23,TXN1432,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,41519,6,-43.9
2024-06-06,Transportation,670,Debit Card,Auto rickshaw,June,6,Thursday,0,23,TXN1433,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,42189,6,-77.65
2024-06-06,Entertainment,2027,Debit Card,Gaming,June,6,Thursday,0,23,TXN1434,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,44216,6,-32.39
2024-06-06,Education,1539,Debit Card,Workshop,June,6,Thursday,0,23,TXN1435,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,45755,6,-48.67
2024-06-06,Groceries,2548,UPI,Milk & dairy,June,6,Thursday,0,23,TXN1436,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,48303,6,-15.01
2024-06-07,Transportation,447,Credit Card,Ola cab,June,6,Friday,0,23,TXN1439,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,48750,7,-85.09
2024-06-07,Groceries,3905,Debit Card,Supermarket,June,6,Friday,0,23,TXN1437,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,52655,7,30.25
2024-06-07,Food & Dining,2300,Debit Card,Street food,June,6,Friday,0,23,TXN1438,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,54955,7,-23.28
2024-06-08,Food & Dining,2944,Cash,Lunch with friends,June,6,Saturday,1,23,TXN1440,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,57899,8,-1.8
2024-06-08,Transportation,748,UPI,Ola cab,June,6,Saturday,1,23,TXN1441,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,58647,8,-75.05
2024-06-08,Shopping,10720,UPI,Amazon purchase,June,6,Saturday,1,23,TXN1442,Q2 (Apr-Jun),Weekend,Very Large (5000+),Non-Essential,69367,8,257.56
2024-06-08,Rent,12000,UPI,Monthly rent,June,6,Saturday,1,23,TXN1443,Q2 (Apr-Jun),Weekend,Very Large (5000+),Essential,81367,8,300.26
2024-06-09,Food & Dining,811,Credit Card,Street food,June,6,Sunday,1,23,TXN1444,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,82178,9,-72.95
2024-06-09,Transportation,693,Cash,Auto rickshaw,June,6,Sunday,1,23,TXN1445,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,82871,9,-76.89
2024-06-09,Shopping,4550,Credit Card,Electronics,June,6,Sunday,1,23,TXN1446,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,87421,9,51.76
2024-06-09,Health,692,UPI,Lab tests,June,6,Sunday,1,23,TXN1447,Q2 (Apr-Jun),Weekend,Medium (500-2000),Essential,88113,9,-76.92
2024-06-10,Food & Dining,225,Debit Card,Restaurant dinner,June,6,Monday,0,24,TXN1448,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,88338,10,-92.5
2024-06-10,Transportation,316,Net Banking,Petrol,June,6,Monday,0,24,TXN1449,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,88654,10,-89.46
2024-06-11,Food & Dining,1976,Cash,Cafe coffee,June,6,Tuesday,0,24,TXN1451,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,90630,11,-34.09
2024-06-11,Transportation,508,UPI,Ola cab,June,6,Tuesday,0,24,TXN1450,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,91138,11,-83.06
2024-06-12,Food & Dining,2132,Credit Card,Restaurant dinner,June,6,Wednesday,0,24,TXN1454,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,93270,12,-28.89
2024-06-12,Transportation,142,Credit Card,Auto rickshaw,June,6,Wednesday,0,24,TXN1453,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,93412,12,-95.26
2024-06-12,Shopping,3732,UPI,Clothes shopping,June,6,Wednesday,0,24,TXN1452,Q2 (Apr-Jun),Weekday,Large (2000-5000),Non-Essential,97144,12,24.48
2024-06-13,Food & Dining,1555,UPI,Zomato order,June,6,Thursday,0,24,TXN1455,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,98699,13,-48.13
2024-06-13,Shopping,1369,Credit Card,Flipkart order,June,6,Thursday,0,24,TXN1456,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,100068,13,-54.34
2024-06-13,Entertainment,819,Debit Card,Spotify premium,June,6,Thursday,0,24,TXN1457,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,100887,13,-72.68
2024-06-15,Education,3217,UPI,Books,June,6,Saturday,1,24,TXN1458,Q2 (Apr-Jun),Weekend,Large (2000-5000),Essential,104104,15,7.3
2024-06-16,Food & Dining,2251,Cash,Lunch with friends,June,6,Sunday,1,24,TXN1459,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,106355,16,-24.92
2024-06-16,Transportation,716,Net Banking,Ola cab,June,6,Sunday,1,24,TXN1460,Q2 (Apr-Jun),Weekend,Medium (500-2000),Non-Essential,107071,16,-76.12
2024-06-16,Shopping,4389,Credit Card,Electronics,June,6,Sunday,1,24,TXN1461,Q2 (Apr-Jun),Weekend,Large (2000-5000),Non-Essential,111460,16,46.39
2024-06-17,Food & Dining,1305,Debit Card,Swiggy delivery,June,6,Monday,0,25,TXN1462,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,112765,17,-56.47
2024-06-17,Health,4710,UPI,Doctor consultation,June,6,Monday,0,25,TXN1463,Q2 (Apr-Jun),Weekday,Large (2000-5000),Essential,117475,17,57.1
2024-06-18,Food & Dining,850,Credit Card,Street food,June,6,Tuesday,0,25,TXN1464,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,118325,18,-71.65
2024-06-18,Transportation,331,Debit Card,Auto rickshaw,June,6,Tuesday,0,25,TXN1465,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,118656,18,-88.96
2024-06-19,Utilities,539,UPI,Water bill,June,6,Wednesday,0,25,TXN1467,Q2 (Apr-Jun),Weekday,Medium (500-2000),Essential,119195,19,-82.02
2024-06-19,Food & Dining,420,UPI,Restaurant dinner,June,6,Wednesday,0,25,TXN1468,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,119615,19,-85.99
2024-06-19,Transportation,607,UPI,Ola cab,June,6,Wednesday,0,25,TXN1466,Q2 (Apr-Jun),Weekday,Medium (500-2000),Non-Essential,120222,19,-79.75
2024-06-20,Food & Dining,478,Cash,Lunch with friends,June,6,Thursday,0,25,TXN1469,Q2 (Apr-Jun),Weekday,Small (<500),Non-Essential,120700,20,-84.06
